1,15000,10000,0,5000,250,496,0,9920,0
2,15000,10000,0,5000,250,516,0,10320,0
3,15000,10000,0,5000,250,487,0,9740,0
4,15000,10000,0,5000,251,531,0,10577.689243027888,0
5,15000,10000,0,5000,250,477,0,9540,0
6,15000,10000,0,5000,250,500,0,10000,0
7,15000,10000,0,5000,251,416,0,8286.852589641434,0
8,15000,10000,0,5000,251,532,0,10597.609561752988,0
9,15000,10000,0,5000,251,483,0,9621.513944223108,0
10,15000,10000,0,5000,252,522,0,10357.142857142859,0
11,15000,10000,0,5000,250,542,0,10840,0
12,15000,10000,0,5000,250,534,0,10680,0
13,15000,10000,0,5000,251,435,0,8665.338645418327,0
14,15000,10000,0,5000,251,533,0,10617.529880478087,0
15,15000,10000,0,5000,252,538,0,10674.603174603175,0
16,15000,10000,0,5000,251,456,0,9083.665338645418,0
17,15000,10000,0,5000,250,470,0,9400,0
18,15000,10000,0,5000,250,525,0,10500,0
19,15000,10000,0,5000,250,619,0,12380,0
20,15000,10000,0,5000,251,466,0,9282.868525896414,0
21,15000,10000,0,5000,251,498,0,9920.318725099602,0
22,15000,10000,0,5000,250,563,0,11259.999999999998,0
23,15000,10000,0,5000,250,494,0,9880,0
24,15000,10000,0,5000,250,539,0,10780,0
25,15000,10000,0,5000,251,545,0,10856.573705179282,0
26,15000,10000,0,5000,252,533,0,10575.396825396825,0
27,15000,10000,0,5000,251,449,0,8944.223107569722,0
28,15000,10000,0,5000,250,480,0,9600,0
29,15000,10000,0,5000,250,568,0,11359.999999999998,0
30,15000,10000,0,5000,250,482,0,9640,0
31,15000,10000,0,5000,252,477,0,9464.285714285714,0
32,15000,10000,0,5000,250,467,0,9340,0
33,15000,10000,0,5000,250,611,0,12220,0
34,15000,10000,0,5000,251,545,0,10856.573705179282,0
35,15000,10000,0,5000,250,496,0,9920,0
36,15000,10000,0,5000,252,504,0,10000,0
37,15000,10000,0,5000,253,542,0,10711.462450592886,0
38,15000,10000,0,5000,250,483,0,9660,0
39,15000,10000,0,5000,250,548,0,10960,0
40,15000,10000,0,5000,252,526,0,10436.507936507936,0
41,15000,10000,0,5000,251,515,0,10258.964143426294,0
42,15000,10000,0,5000,250,538,0,10760,0
43,15000,10000,0,5000,252,506,0,10039.682539682539,0
44,15000,10000,0,5000,250,469,0,9380,0
45,15000,10000,0,5000,251,501,0,9980.079681274901,0
46,15000,10000,0,5000,250,473,0,9460,0
